polity,reign_index,duration_years,region,succession_type,temporal_scope,notes
Mamluk Sultanate,19,21,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,20,1,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,21,7,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,22,1,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,23,5,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,24,15,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,25,1,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,26,16,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mamluk Sultanate,27,1,Middle East,elective,1250 - 1517,Mamluk sultans of Egypt
Mughal Empire,1,4,Asia,hereditary,1526 - 1857,"Mughal emperors, Babur to Bahadur Shah II"
Mughal Empire,2,10,Asia,hereditary,1526 - 1857,"Mughal emperors, Babur to Bahadur Shah II"
Mughal Empire,3,13,Asia,hereditary,1526 - 1857,"Mughal emperors, Babur to Bahadur Shah II"
Mughal Empire,4,49,Asia,hereditary,1526 - 1857,"Mughal emperors, Babur to Bahadur Shah II"
Mughal Empire,5,22,Asia,hereditary,1526 - 1857,"Mughal emperors, Babur to Bahadur Shah II"
Mughal Empire,6,49,Asia,hereditary,1526 - 1857,"Mughal emperors, Babur to Bahadur Shah II"
Mughal Empire,7,1,Asia,hereditary,1526 - 1857,"Mughal emperors, Babur to Bahadur Shah II"
Mughal Empire,8,17,Asia,hereditary,1526 - 1857,"Mughal emperors, Babur to Bahadur Shah II"
Mughal Empire,9,0.5,Asia,hereditary,1526 - 1857,"Mughal emperors, Babur to Bahadur Shah II"
Mughal Empire,10,8,Asia,hereditary,1526 - 1857,"Mughal emperors, Babur to Bahadur Shah II"
Mughal Empire,11,29,Asia,hereditary,1526 - 1857,"Mughal emperors, Babur to Bahadur Shah II"
Mughal Empire,12,6,Asia,hereditary,1526 - 1857,"Mughal emperors, Babur to Bahadur Shah II"
Mughal Empire,13,1,Asia,hereditary,1526 - 1857,"Mughal emperors, Babur to Bahadur Shah II"
Mughal Empire,14,7,Asia,hereditary,1526 - 1857,"Mughal emperors, Babur to Bahadur Shah II"
Mughal Empire,15,19,Asia,hereditary,1526 - 1857,"Mughal emperors, Babur to Bahadur Shah II"
Ottoman Empire,1,27,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,2,36,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,3,23,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,4,10,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,5,2,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,6,30,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,7,31,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,8,2,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,9,31,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,10,8,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,11,46,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,12,8,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,13,21,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,14,3,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,15,20,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,16,14,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,17,1,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,18,4,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,19,18,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,20,4,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,21,39,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,22,8,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,23,27,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,24,24,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,25,3,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,26,27,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,27,17,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,28,3,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,29,16,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,30,24,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,31,4,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,32,31,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,33,1,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,34,15,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,35,33,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,36,33,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,37,9,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,38,6,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Ottoman Empire,39,4,Middle East,hereditary,1299 - 1922,Osman I to Mehmed VI
Papacy (post-1000),1,4,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),2,12,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),3,1,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),4,8,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),5,6,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),6,12,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),7,1,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),8,9,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),9,23,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),10,13,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),11,6,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),12,2,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),13,12,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),14,1,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),15,0.5,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),16,13,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),17,16,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),18,0.5,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),19,1,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),20,8,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),21,5,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),22,14,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),23,8,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),24,3,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),25,4,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),26,1,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),27,5,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),28,22,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),29,0.5,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),30,5,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),31,6,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),32,18,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),33,11,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),34,1,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),35,15,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),36,14,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),37,2,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),38,0.5,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),39,3,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),40,4,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),41,3,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),42,10,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),43,3,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),44,2,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),45,2,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),46,3,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),47,4,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),48,2,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),49,9,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),50,11,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),51,9,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),52,1,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),53,7,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),54,19,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),55,2,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),56,10,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),57,1,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),58,9,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),59,16,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),60,12,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),61,2,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),62,12,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),63,3,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),64,14,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),65,8,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),66,3,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),67,6,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),68,13,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),69,0.5,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),70,26,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),71,8,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),72,11,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),73,10,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),74,2,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),75,21,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),76,11,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),77,15,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),78,5,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),79,0.3,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),80,4,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),81,6,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),82,13,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),83,1,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),84,6,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),85,15,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),86,1,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),87,8,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),88,26,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),89,3,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),90,2,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),91,21,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),92,10,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),93,7,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),94,2,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),95,13,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),96,13,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),97,2,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),98,5,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),99,21,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),100,8,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),101,6,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),102,10,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),103,8,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),104,17,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),105,6,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),106,23,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),107,7,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),108,2,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),109,32,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),110,4,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),111,32,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),112,25,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),113,3,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),114,10,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),115,17,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),116,19,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),117,5,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),118,15,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),119,34,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),120,8,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Papacy (post-1000),121,11,Europe,elective,1000 - present,Post-1000 CE popes; College of Cardinals established 1059
Persia/Iran,1,24,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Persia/Iran,2,10,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Persia/Iran,3,52,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Persia/Iran,4,14,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Persia/Iran,5,17,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Persia/Iran,6,17,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Persia/Iran,7,13,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Persia/Iran,8,5,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Persia/Iran,9,7,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Persia/Iran,10,2,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Persia/Iran,11,11,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Persia/Iran,12,0.5,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Persia/Iran,13,1,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Persia/Iran,14,16,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Persia/Iran,15,37,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Persia/Iran,16,48,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Persia/Iran,17,1,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Persia/Iran,18,16,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Persia/Iran,19,6,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Persia/Iran,20,16,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Persia/Iran,21,16,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Persia/Iran,22,38,Middle East,hereditary,1501 - 1979,"Safavid, Afsharid, Qajar, Pahlavi dynasties"
Poland,1,33,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,2,34,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,3,13,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,4,6,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,5,13,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,6,36,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,7,8,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,8,24,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,9,44,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,10,8,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,11,32,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,12,7,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,13,33,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,14,37,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,15,3,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,16,14,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,17,2,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,18,48,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,19,6,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,20,5,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,21,42,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,22,24,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,23,5,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,24,20,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,25,24,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,26,16,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,27,20,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,28,5,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,29,22,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,30,31,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,31,30,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Poland,32,31,Europe,elective,960 - 1795,Polish rulers including elected kings under Golden Liberty
Portugal,1,28,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,2,27,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,3,38,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,4,6,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,5,46,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,6,46,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,7,6,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,8,12,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,9,38,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,10,28,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,11,5,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,12,6,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,13,38,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,14,14,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,15,3,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,16,26,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,17,37,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,18,4,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,19,3,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,20,22,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,21,16,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,22,13,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,23,27,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,24,44,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,25,5,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,26,10,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,27,21,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,28,7,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,29,2,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,30,19,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Portugal,31,2,Europe,hereditary,1139 - 1910,"Portuguese monarchs, Afonso I to Manuel II"
Roman Empire,1,41,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,2,23,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,3,4,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,4,14,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,5,1,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,6,1,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,7,0.5,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,8,0.5,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,9,10,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,10,2,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,11,15,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,12,2,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
Roman Empire,13,1,Europe,hereditary,27 BCE - 476 CE,"Western Roman emperors, Augustus to Romulus Augustulus"
